總價(萬元),單價,總面積,主建物佔比,型態,管理組織,電梯,交易年份,土,建,車,房,廳,衛,樓別,樓高,地區
380.0,16.1,23.53,78.38%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,1.0,2.0,二層,3,湖下
550.0,19.3,28.56,83.98%,公寓(5樓含以下無電梯),無,無,108,2,1,0,3.0,2.0,2.0,二層,3,安岐
850.0,20.1,42.22,58.09%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,三層,3,東州
218.0,20.0,10.91,80.21%,公寓(5樓含以下無電梯),無,無,108,1,1,0,1.0,1.0,1.0,一層,3,下堡
580.0,16.7,34.74,75.59%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,二層,3,環島西路二段
580.0,16.7,34.74,75.59%,公寓(5樓含以下無電梯),無,無,108,1,1,0,3.0,2.0,2.0,三層,3,環島西路二段
350.0,18.1,19.31,80.59%,公寓(5樓含以下無電梯),無,無,108,1,1,0,2.0,1.0,2.0,二層,3,上后垵
580.0,21.4,27.05,79.28%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,四層,5,下埔下
620.0,25.0,24.77,86.10%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,一層,5,下埔下
550.0,20.4,26.93,79.19%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,二層,5,下埔下
550.0,20.4,26.93,79.19%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,三層,5,下埔下
550.0,20.3,27.05,79.28%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,四層,5,下埔下
620.0,22.9,27.05,79.28%,華廈(10層含以下有電梯),無,無,108,2,1,0,3.0,2.0,2.0,五層,5,下埔下
705.0,20.1,35.05,81.22%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,"三層,見其他登記事項",3,湖南
380.0,19.7,19.31,80.59%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,1.0,2.0,三層,3,上后垵
400.0,21.3,18.76,90.54%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,1.0,2.0,一層,3,上后垵
600.0,20.6,29.09,86.19%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,三層,3,湖下
498.0,18.8,26.5,72.84%,華廈(10層含以下有電梯),無,無,107,1,1,0,3.0,2.0,2.0,二層,5,安岐
485.0,18.3,26.5,72.84%,華廈(10層含以下有電梯),無,無,107,1,1,0,3.0,2.0,2.0,三層,5,安岐
545.0,20.5,26.62,81.41%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,2.0,2.0,一層,3,湖南
490.0,22.7,21.59,84.12%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,1.0,2.0,一層,3,前厝
545.0,20.5,26.62,81.41%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,2.0,2.0,一層,3,湖南
870.0,23.3,37.41,79.89%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,1.0,2.0,三層,3,埔邊
510.0,19.2,26.62,81.41%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,2.0,2.0,二層,3,湖南
548.0,20.6,26.62,81.41%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,2.0,2.0,一層,3,湖南
506.0,19.0,26.62,81.41%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,2.0,2.0,二層,3,湖南
705.0,20.1,35.05,81.22%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,"三層,見其他登記事項",3,湖南
705.0,20.1,35.05,81.22%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,"三層,見其他登記事項",3,湖南
510.0,19.2,26.62,81.41%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,2.0,2.0,二層,3,湖南
510.0,19.2,26.62,81.41%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,2.0,2.0,二層,3,湖南
705.0,19.5,36.1,80.01%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,二層,3,下堡
420.0,15.9,26.38,82.30%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,1.0,2.0,一層,3,湖下
560.0,19.0,29.42,86.95%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,一層,3,盤山村頂堡
390.0,16.2,24.06,81.58%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,1.0,2.0,三層,3,西浦頭
228.0,20.9,10.92,80.19%,公寓(5樓含以下無電梯),無,無,107,1,1,0,1.0,1.0,1.0,一層,3,下堡
790.0,22.8,34.6,87.46%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,二層,3,埔邊
720.0,22.7,31.76,88.13%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,3.0,一層,3,下埔下
350.0,17.5,19.97,83.70%,公寓(5樓含以下無電梯),無,無,107,2,1,0,2.0,2.0,1.0,三層,3,湖下
556.0,18.4,30.15,78.49%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,二層,3,下堡
700.0,15.3,45.7,79.08%,華廈(10層含以下有電梯),無,無,107,1,1,1,4.0,2.0,2.0,一層,3,下堡
760.0,15.3,49.56,72.95%,華廈(10層含以下有電梯),無,無,107,1,1,1,4.0,2.0,2.0,二層,3,下堡
720.0,14.6,49.22,72.95%,華廈(10層含以下有電梯),無,無,107,1,1,1,4.0,2.0,2.0,三層,3,下堡
700.0,14.6,48.07,72.98%,華廈(10層含以下有電梯),無,無,107,1,1,1,4.0,2.0,2.0,三層,3,下堡
720.0,15.2,47.3,78.95%,華廈(10層含以下有電梯),無,無,107,1,1,1,4.0,2.0,2.0,一層,3,下堡
775.0,16.0,48.41,72.98%,華廈(10層含以下有電梯),無,無,107,1,1,1,4.0,2.0,3.0,二層,3,下堡
600.0,22.8,26.31,84.10%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,1.0,2.0,一層,3,榜林
590.0,22.4,26.31,84.10%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,1.0,2.0,三層,3,榜林
580.0,23.4,24.82,84.13%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,1.0,2.0,一層,3,榜林
580.0,22.0,26.31,84.10%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,1.0,2.0,二層,3,榜林
725.0,19.8,36.68,91.33%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,三層,3,下堡
480.0,16.1,29.84,69.21%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,0.0,3.0,一層,3,下堡
700.0,16.0,43.71,57.91%,華廈(10層含以下有電梯),無,無,107,1,1,1,3.0,2.0,2.0,三層,3,東州
450.0,18.6,24.19,89.26%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,2.0,2.0,一層,3,安岐
730.0,16.6,43.94,57.61%,華廈(10層含以下有電梯),無,無,107,1,1,1,3.0,2.0,2.0,二層,3,東州
480.0,17.2,27.95,77.68%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,三層,3,湖下
690.0,17.7,38.88,91.28%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,"一層,地下一層",3,下堡
180.0,14.0,12.81,57.63%,公寓(5樓含以下無電梯),無,無,107,1,1,1,4.0,1.0,4.0,一層,3,下堡
607.0,20.0,30.37,80.66%,華廈(10層含以下有電梯),無,無,107,1,1,0,3.0,2.0,2.0,二層,5,安岐
630.0,20.3,31.0,78.47%,華廈(10層含以下有電梯),無,無,107,1,1,0,3.0,2.0,2.0,四層,5,安岐
470.0,16.1,29.14,85.74%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,三層,3,安岐
470.0,21.8,21.59,84.12%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,2.0,2.0,一層,3,前厝
600.0,16.8,35.63,74.25%,公寓(5樓含以下無電梯),無,無,107,2,1,0,3.0,2.0,2.0,二層,3,頂堡
470.0,16.5,28.43,89.96%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,一層,3,安岐
410.0,18.3,22.46,80.47%,華廈(10層含以下有電梯),無,無,107,1,1,0,2.0,1.0,2.0,二層,5,安岐
440.0,19.6,22.46,80.47%,華廈(10層含以下有電梯),無,無,107,1,1,0,2.0,1.0,2.0,四層,5,安岐
400.0,17.8,22.46,80.47%,華廈(10層含以下有電梯),無,無,107,1,1,0,2.0,1.0,2.0,五層,5,安岐
650.0,21.0,31.0,78.47%,華廈(10層含以下有電梯),無,無,107,1,1,0,3.0,2.0,2.0,五層,5,安岐
240.0,22.5,10.68,64.46%,華廈(10層含以下有電梯),無,無,107,1,1,0,,,,二層,3,頂埔下
465.0,16.4,28.42,85.40%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,二層,3,安岐
620.0,20.0,31.0,78.47%,華廈(10層含以下有電梯),無,無,107,1,1,0,3.0,2.0,2.0,三層,5,安岐
780.0,18.6,41.99,66.02%,公寓(5樓含以下無電梯),無,無,107,1,1,1,2.0,2.0,2.0,一層,3,前厝
650.0,22.2,29.3,82.96%,華廈(10層含以下有電梯),無,無,107,1,1,0,3.0,2.0,2.0,一層,5,安岐
580.0,18.7,31.0,78.47%,華廈(10層含以下有電梯),無,無,107,1,1,0,3.0,2.0,2.0,二層,5,安岐
651.0,21.4,30.37,80.66%,華廈(10層含以下有電梯),無,無,107,1,1,0,3.0,2.0,2.0,五層,5,安岐
400.0,17.8,22.46,80.47%,華廈(10層含以下有電梯),無,無,107,1,1,0,2.0,1.0,2.0,三層,5,安岐
607.2,20.0,30.37,80.66%,華廈(10層含以下有電梯),無,無,107,1,1,0,3.0,2.0,2.0,三層,5,安岐
400.0,14.2,28.13,75.95%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,2.0,2.0,一層,3,湖下
535.0,12.1,44.33,59.45%,公寓(5樓含以下無電梯),無,無,107,2,1,1,3.0,2.0,2.0,三層,3,湖下
525.0,12.9,40.61,59.44%,公寓(5樓含以下無電梯),無,無,107,2,1,0,3.0,2.0,2.0,三層,3,湖下
520.0,11.7,44.17,59.29%,公寓(5樓含以下無電梯),無,無,107,2,1,1,3.0,2.0,2.0,三層,3,湖下
545.0,13.3,41.29,63.82%,公寓(5樓含以下無電梯),無,無,107,2,1,1,3.0,2.0,2.0,一層,3,湖下
530.0,13.1,40.57,59.51%,公寓(5樓含以下無電梯),無,無,107,2,1,0,3.0,1.0,2.0,二層,3,湖下
420.0,21.3,19.71,88.58%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,1.0,1.0,三層,3,仁愛新
530.0,13.1,40.41,59.34%,公寓(5樓含以下無電梯),無,無,107,2,1,0,3.0,1.0,2.0,二層,3,湖下
439.0,16.9,25.96,81.19%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,三層,3,安岐
610.0,17.0,35.95,71.11%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,2.0,2.0,二層,3,頂堡
440.0,19.0,23.21,84.56%,公寓(5樓含以下無電梯),無,無,107,1,1,0,3.0,1.0,2.0,二層,3,西浦頭
600.0,16.2,37.01,75.25%,公寓(5樓含以下無電梯),無,無,107,2,1,0,3.0,2.0,2.0,二層,3,頂堡
515.0,11.6,44.29,59.51%,公寓(5樓含以下無電梯),無,無,107,2,1,1,3.0,2.0,2.0,二層,3,湖下
400.0,21.1,18.93,85.81%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,2.0,1.0,二層,3,仁愛新
450.0,23.9,18.8,88.56%,公寓(5樓含以下無電梯),無,無,107,1,1,0,1.0,1.0,1.0,一層,3,仁愛新
420.0,21.3,19.71,88.58%,公寓(5樓含以下無電梯),無,無,107,1,1,0,2.0,1.0,1.0,二層,3,仁愛新
795.0,12.8,63.61,63.82%,公寓(5樓含以下無電梯),無,無,106,2,1,1,3.0,2.0,2.0,一層,3,湖下
690.0,23.6,29.3,79.51%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,埔後
663.0,22.6,29.3,79.51%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,埔後
678.0,23.1,29.3,79.51%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,埔後
494.0,17.7,27.93,88.78%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,湖南
494.0,17.7,27.93,88.78%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,湖南
494.0,17.7,27.93,88.78%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,湖南
366.0,17.4,20.99,84.53%,公寓(5樓含以下無電梯),無,無,106,1,1,0,2.0,1.0,2.0,二層,3,湖南
400.0,21.1,18.93,85.81%,公寓(5樓含以下無電梯),無,無,106,1,1,0,2.0,2.0,1.0,三層,3,仁愛新
550.0,19.9,27.7,87.89%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,2.0,2.0,一層,3,安岐
600.0,23.8,25.18,96.31%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,西浦頭
560.0,20.1,27.9,85.05%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,西浦頭
700.0,13.2,53.19,63.31%,公寓(5樓含以下無電梯),無,無,106,1,1,1,2.0,2.0,2.0,二層,3,前厝
700.0,14.7,47.49,66.30%,公寓(5樓含以下無電梯),無,無,106,1,1,1,2.0,2.0,2.0,一層,3,前厝
700.0,13.4,52.43,62.11%,公寓(5樓含以下無電梯),無,無,106,1,1,1,2.0,2.0,2.0,三層,3,前厝
630.0,19.3,32.72,82.69%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,盤果路
850.0,16.0,53.07,66.23%,公寓(5樓含以下無電梯),無,無,106,1,1,1,2.0,2.0,2.0,一層,3,前厝
556.0,19.9,27.9,85.05%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,西浦頭
600.0,23.0,26.11,92.88%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,西浦頭
570.0,19.3,29.51,82.75%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,2.0,2.0,二層,3,安岐
560.0,19.6,28.56,83.98%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,安岐
580.0,20.3,28.56,83.98%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,2.0,2.0,三層,3,安岐
560.0,20.2,27.7,87.89%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,2.0,2.0,三層,3,安岐
600.0,20.3,29.51,,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,2.0,2.0,三層,3,安岐
467.6,19.9,23.53,78.38%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,湖下
688.0,13.8,49.96,64.42%,公寓(5樓含以下無電梯),無,無,106,1,1,1,2.0,2.0,2.0,三層,3,前厝
770.0,23.1,33.33,83.94%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,下堡
450.0,17.4,25.81,88.23%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,湖南
560.0,17.5,31.99,90.40%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,榜林
670.0,12.8,52.15,63.27%,公寓(5樓含以下無電梯),無,無,106,1,1,1,2.0,2.0,2.0,二層,3,前厝
500.0,17.5,28.56,83.98%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,2.0,2.0,二層,3,安岐
700.0,13.2,53.19,63.31%,公寓(5樓含以下無電梯),無,無,106,1,1,1,2.0,2.0,2.0,三層,3,前厝
480.0,19.5,24.58,85.85%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,湖南
510.0,22.9,22.31,94.59%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,湖南
525.0,11.8,44.29,59.50%,公寓(5樓含以下無電梯),無,無,106,2,1,1,3.0,2.0,2.0,二層,3,湖下
718.0,14.4,49.96,64.42%,公寓(5樓含以下無電梯),無,無,106,1,1,1,2.0,2.0,2.0,二層,3,前厝
670.0,12.8,52.43,62.11%,公寓(5樓含以下無電梯),無,無,106,1,1,1,2.0,2.0,2.0,二層,3,前厝
670.0,13.6,49.37,66.30%,公寓(5樓含以下無電梯),無,無,106,1,1,1,2.0,2.0,2.0,一層,3,前厝
603.0,23.6,25.52,91.59%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,湖南
485.0,20.5,23.63,86.42%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,1.0,2.0,三層,3,湖南
568.0,20.3,27.93,88.78%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,湖南
780.0,15.0,52.15,63.27%,公寓(5樓含以下無電梯),無,無,106,1,1,1,2.0,2.0,2.0,三層,3,前厝
570.0,19.3,29.51,82.75%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,2.0,2.0,一層,3,安岐
470.0,19.9,23.63,86.42%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,1.0,2.0,二層,3,湖南
620.0,23.0,26.94,92.04%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,湖南
500.0,22.3,22.47,90.90%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,1.0,2.0,一層,3,湖南
425.0,20.3,20.99,84.53%,公寓(5樓含以下無電梯),無,無,106,1,1,0,2.0,1.0,2.0,三層,3,湖南
430.0,21.7,19.79,89.67%,公寓(5樓含以下無電梯),無,無,106,1,1,0,2.0,1.0,2.0,一層,3,湖南
480.0,17.9,26.79,85.04%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,安岐
620.0,17.4,35.63,74.25%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,2.0,2.0,三層,3,頂堡
720.0,14.4,49.93,73.95%,公寓(5樓含以下無電梯),無,無,106,2,1,4,3.0,2.0,2.0,一層,3,頂堡
650.0,17.6,37.01,75.25%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,2.0,2.0,二層,3,頂堡
535.0,15.0,35.63,74.25%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,2.0,2.0,二層,3,頂堡
620.0,16.6,37.46,73.95%,公寓(5樓含以下無電梯),無,無,106,2,1,1,3.0,2.0,2.0,一層,3,頂堡
580.0,13.2,44.1,60.88%,公寓(5樓含以下無電梯),無,無,106,1,1,1,3.0,2.0,1.0,三層,3,安岐
472.0,18.3,25.86,90.30%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,1.0,2.0,一層,3,安岐
454.0,16.3,27.83,83.91%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,1.0,2.0,二層,3,安岐
467.0,16.8,27.83,83.91%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,1.0,2.0,三層,3,安岐
530.0,19.0,27.95,89.78%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,1.0,2.0,一層,3,安岐
502.0,16.4,30.56,82.12%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,1.0,2.0,二層,3,安岐
502.0,16.4,30.56,82.12%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,1.0,2.0,三層,3,安岐
200.0,19.0,10.52,64.60%,華廈(10層含以下有電梯),無,無,106,1,1,0,1.0,1.0,1.0,三層,3,頂埔下
550.0,20.4,26.91,87.18%,公寓(5樓含以下無電梯),無,無,106,1,1,0,4.0,1.0,2.0,一層,3,東坑
720.0,18.8,38.28,88.60%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,下堡
510.0,20.8,24.55,83.64%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,湖下
530.0,19.0,27.95,77.68%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,湖下
490.0,18.4,26.62,76.70%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,1.0,2.0,二層,3,安岐
560.0,21.0,26.63,86.65%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,東坑
520.0,18.2,28.63,83.17%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,東坑
500.0,17.5,28.63,83.17%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,東坑
512.0,18.3,27.98,83.84%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,東坑
500.0,17.9,27.98,83.84%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,東坑
466.0,19.0,24.55,83.64%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,湖下
555.0,20.0,27.8,84.29%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,湖南
750.0,17.3,43.37,57.93%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,東州
690.0,19.7,34.95,85.95%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,安岐
543.0,22.0,24.72,81.27%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,東坑
550.0,22.0,24.97,81.45%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,東坑
540.0,19.3,27.95,77.68%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,湖下
495.0,18.6,26.62,76.70%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,1.0,2.0,三層,3,安岐
545.0,12.4,44.13,59.34%,公寓(5樓含以下無電梯),無,無,106,2,1,1,3.0,2.0,2.0,二層,3,湖下
230.0,21.9,10.52,64.60%,華廈(10層含以下有電梯),無,無,106,1,1,0,1.0,1.0,1.0,二層,3,頂埔下
545.0,19.1,28.56,83.98%,公寓(5樓含以下無電梯),無,無,106,2,1,0,3.0,2.0,2.0,一層,3,安岐
570.0,17.4,32.72,82.69%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,三層,3,盤果路
500.0,17.8,28.01,89.19%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,安岐
450.0,17.1,26.37,79.94%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,二層,3,安岐
639.0,22.2,28.73,94.16%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,2.0,2.0,一層,3,盤果路
588.0,18.0,32.63,82.92%,公寓(5樓含以下無電梯),無,無,106,1,1,0,3.0,1.0,2.0,二層,3,盤果路
650.0,27.4,23.76,94.12%,公寓(5樓含以下無電梯),無,無,106,1,1,0,,,,一層,3,盤果路
550.0,21.3,25.85,86.33%,公寓(5樓含以下無電梯),無,無,106,0,1,0,2.0,1.0,1.0,二層,3,盤果路
550.0,21.3,25.85,86.33%,公寓(5樓含以下無電梯),無,無,106,1,1,0,2.0,2.0,1.0,三層,3,盤果路
325.0,18.1,17.93,81.94%,公寓(5樓含以下無電梯),無,無,106,1,1,0,2.0,2.0,1.0,三層,3,湖南
1000.0,25.3,39.6,75.98%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,一層,3,下堡
398.0,21.9,18.21,82.76%,公寓(5樓含以下無電梯),無,無,105,1,1,0,2.0,2.0,2.0,三層,3,安岐
320.0,17.6,18.2,82.25%,公寓(5樓含以下無電梯),無,無,105,0,1,0,2.0,2.0,2.0,二層,3,安岐
310.0,17.0,18.21,82.76%,公寓(5樓含以下無電梯),無,無,105,0,1,0,2.0,2.0,2.0,二層,3,安岐
530.0,23.3,22.72,92.82%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,一層,3,湖南
298.0,16.6,17.93,81.94%,公寓(5樓含以下無電梯),無,無,105,1,1,0,2.0,2.0,1.0,二層,3,湖南
465.0,18.0,25.81,88.23%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,二層,3,湖南
520.0,19.6,26.59,76.77%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,1.0,2.0,一層,3,安岐
530.0,12.0,44.13,59.34%,公寓(5樓含以下無電梯),無,無,105,2,1,1,3.0,2.0,2.0,二層,3,湖下
530.0,12.0,44.17,59.28%,公寓(5樓含以下無電梯),無,無,105,2,1,1,3.0,2.0,2.0,三層,3,湖下
660.0,22.1,29.84,89.54%,公寓(5樓含以下無電梯),無,無,105,1,1,0,4.0,2.0,2.0,二層,3,前厝
500.0,21.4,23.34,89.45%,公寓(5樓含以下無電梯),無,無,105,1,1,0,2.0,1.0,2.0,二層,3,前厝
540.0,23.5,23.0,92.69%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,一層,3,湖南
468.0,19.0,24.58,85.85%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,二層,3,湖南
460.0,18.4,25.04,84.23%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,二層,3,湖南
498.0,19.7,25.34,84.14%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,二層,3,湖南
365.0,22.3,16.33,89.94%,公寓(5樓含以下無電梯),無,無,105,1,1,0,1.0,2.0,1.0,一層,3,湖南
510.0,20.4,25.04,84.23%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,三層,3,湖南
520.0,20.5,25.31,89.97%,公寓(5樓含以下無電梯),無,無,105,1,1,0,1.0,2.0,2.0,一層,3,湖南
518.0,20.4,25.34,84.14%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,三層,3,湖南
538.0,20.1,26.79,85.04%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,一層,3,安岐
240.0,22.6,10.62,64.81%,華廈(10層含以下有電梯),無,無,105,1,1,0,1.0,1.0,1.0,二層,3,頂埔下
750.0,22.3,33.57,94.74%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,一層,3,頂堡
705.0,18.9,37.34,89.17%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,三層,3,頂堡
1000.0,25.3,39.6,75.98%,公寓(5樓含以下無電梯),無,無,105,1,1,0,1.0,1.0,1.0,一層,3,下堡
1200.0,30.3,39.6,75.98%,公寓(5樓含以下無電梯),無,無,105,2,1,0,2.0,2.0,1.0,一層,3,下堡
370.0,16.5,22.37,80.03%,公寓(5樓含以下無電梯),無,無,105,1,1,0,2.0,2.0,1.0,二層,3,西堡
770.0,18.1,42.58,58.05%,華廈(10層含以下有電梯),無,無,105,1,1,0,3.0,2.0,2.0,一層,3,東州
167.0,23.9,6.98,80.40%,公寓(5樓含以下無電梯),無,無,105,1,1,0,1.0,1.0,1.0,一層,3,下堡
